parameter,r_hat,ess_bulk
z_innov_s|MA|2016-05-22 00:00:00,1.0212005041594088,113.247555191186
z_innov_s|MA|2016-05-29 00:00:00,1.0222780907346831,144.30567097381237
z_innov_s|MA|2016-06-05 00:00:00,1.0170671047976216,87.11431084084671
z_innov_s|MA|2016-06-12 00:00:00,1.02404092531086,116.4066190963581
z_innov_s|MA|2016-06-19 00:00:00,1.0149910511885627,95.75402792869234
z_innov_s|MA|2016-06-26 00:00:00,1.0150284547113564,89.7134001510441
z_innov_s|MA|2016-07-03 00:00:00,1.0311867007424271,123.46714595991006
z_innov_s|MA|2016-07-10 00:00:00,1.0204767844851308,143.96589573469655
z_innov_s|MA|2016-07-17 00:00:00,1.0071937019982882,167.53391087866694
z_innov_s|MA|2016-07-24 00:00:00,1.0121911562049333,130.30406352464348
z_innov_s|MA|2016-07-31 00:00:00,1.0034669648888186,105.8989035416738
z_innov_s|MA|2016-08-07 00:00:00,1.0214537408159161,115.71159292258731
z_innov_s|MA|2016-08-14 00:00:00,1.045944760281783,134.14543758296628
z_innov_s|MA|2016-08-21 00:00:00,1.007934600069671,141.76620706354424
z_innov_s|MA|2016-08-28 00:00:00,1.0168021461753858,58.819136696402296
z_innov_s|MA|2016-09-04 00:00:00,1.0204051791126985,169.86301185947414
z_innov_s|MA|2016-09-11 00:00:00,1.034480794351544,117.47554326137139
z_innov_s|MA|2016-09-18 00:00:00,1.0176078154930104,123.22215394153375
z_innov_s|MA|2016-09-25 00:00:00,1.022397493730452,146.83036926026722
z_innov_s|MA|2016-10-02 00:00:00,1.0034158404927105,154.96012230298535
z_innov_s|MA|2016-10-09 00:00:00,1.0165170561644237,160.5176565228102
z_innov_s|MA|2016-10-16 00:00:00,1.015517823078094,70.80922104076377
z_innov_s|MA|2016-10-23 00:00:00,1.0071837744788228,166.24813553107518
z_innov_s|MA|2016-10-30 00:00:00,1.0206461172512826,131.07995693505788
z_innov_s|MA|2016-11-06 00:00:00,1.0072353486249714,187.37791276343606
z_innov_s|MA|2016-11-13 00:00:00,1.0160189114172322,256.2859979591405
z_innov_s|MA|2016-11-20 00:00:00,1.0068259088927833,153.3692056188052
z_innov_s|MA|2016-11-27 00:00:00,1.0202290075159457,59.99674782058368
z_innov_s|MA|2016-12-04 00:00:00,1.016800211523367,165.2257760070118
z_innov_s|MA|2016-12-11 00:00:00,1.005095966474294,221.73960451689305
z_innov_s|MA|2016-12-18 00:00:00,1.0107388110038311,187.98796086623682
z_innov_s|MA|2016-12-25 00:00:00,1.027848972839439,160.0978797106969
z_innov_s|MA|2017-01-01 00:00:00,1.0211243179206202,87.03904811222316
z_innov_s|MA|2017-01-08 00:00:00,1.0345453366204402,117.14245226128972
z_innov_s|MA|2017-01-15 00:00:00,1.0030194182424836,175.847914880732
z_innov_s|MA|2017-01-22 00:00:00,1.0113073186047716,156.36117148420226
z_innov_s|MA|2017-01-29 00:00:00,1.0242900998695508,192.0752652436774
z_innov_s|MA|2017-02-05 00:00:00,1.034067526375767,69.99038489576893
z_innov_s|MA|2017-02-12 00:00:00,1.0165408320986349,197.6088110989306
z_innov_s|MA|2017-02-19 00:00:00,1.0242534589612393,122.11817734885624
z_innov_s|MA|2017-02-26 00:00:00,1.0157426732737116,159.96801754898038
z_innov_s|MA|2017-03-05 00:00:00,1.0016466570492943,128.6013624335153
z_innov_s|MA|2017-03-12 00:00:00,1.0131068561956915,132.8972551930975
z_innov_s|MA|2017-03-19 00:00:00,1.0343507895679944,121.53857866846403
z_innov_s|MA|2017-03-26 00:00:00,1.0297734604836457,109.72904605135363
z_innov_s|MA|2017-04-02 00:00:00,1.0071129898167088,70.80443026349376
z_innov_s|MA|2017-04-09 00:00:00,1.01736658969466,158.74461160483924
z_innov_s|MA|2017-04-16 00:00:00,1.0157658728079313,157.68331533167242
z_innov_s|MA|2017-04-23 00:00:00,1.0186581245251334,140.86940512351265
z_innov_s|MA|2017-04-30 00:00:00,1.0206032233606035,140.02191736553183
z_innov_s|MA|2017-05-07 00:00:00,1.013448376896555,199.87202757169962
z_innov_s|MA|2017-05-14 00:00:00,1.0145364954571834,155.55210931987907
z_innov_s|MA|2017-05-21 00:00:00,1.0143113486724789,124.90249711422558
z_innov_s|MA|2017-05-28 00:00:00,1.0069463286390368,131.86051814986726
z_innov_s|MA|2017-06-04 00:00:00,1.075342748918868,36.528395659874555
z_innov_s|MA|2017-06-11 00:00:00,1.0259986385698538,109.42102998606883
z_innov_s|MA|2017-06-18 00:00:00,1.0108349665948024,137.05737631185784
z_innov_s|MA|2017-06-25 00:00:00,1.0052585605788218,132.51381316708375
z_innov_s|MA|2017-07-02 00:00:00,1.016878296012734,110.78376557548029
z_innov_s|MA|2017-07-09 00:00:00,1.041849627069624,96.38981464899827
z_innov_s|MA|2017-07-16 00:00:00,1.049683599213747,65.48446141717599
z_innov_s|MA|2017-07-23 00:00:00,1.0447065827498017,77.48500243431467
z_innov_s|MA|2017-07-30 00:00:00,1.0101385193663803,114.81197410050586
z_innov_s|MA|2017-08-06 00:00:00,1.0150280501423397,106.76871098949607
z_innov_s|MA|2017-08-13 00:00:00,1.0442979104896044,148.15336873819444
z_innov_s|MA|2017-08-20 00:00:00,1.0145557182543181,140.21759927503805
z_innov_s|MA|2017-08-27 00:00:00,1.0194186959991578,209.24582665546708
z_innov_s|MA|2017-09-03 00:00:00,1.0180877200518321,123.74710937981521
z_innov_s|MA|2017-09-10 00:00:00,1.011020440650092,97.34439031342296
z_innov_s|MA|2017-09-17 00:00:00,1.0043014048440182,165.5669062888707
z_innov_s|MA|2017-09-24 00:00:00,1.0073776041199838,186.36675570897543
z_innov_s|MA|2017-10-01 00:00:00,1.0152408413162817,131.02747424504713
z_innov_s|MA|2017-10-08 00:00:00,1.0080950023581075,178.36649281081668
z_innov_s|MA|2017-10-15 00:00:00,1.0485906206186153,118.65291861951232
z_innov_s|MA|2017-10-22 00:00:00,1.0078234851915306,92.7816389417711
z_innov_s|MA|2017-10-29 00:00:00,1.005418369895932,262.8668021882894
z_innov_s|MA|2017-11-05 00:00:00,1.0029560625230332,257.7938440994781
z_innov_s|MA|2017-11-12 00:00:00,1.0352921557078383,141.83193981541515
z_innov_s|MA|2017-11-19 00:00:00,1.0102415478077054,201.80715349900643
z_innov_s|MA|2017-11-26 00:00:00,1.0702730696721006,37.70482268680697
z_innov_s|MA|2017-12-03 00:00:00,1.0163225441259787,140.87879874981778
z_innov_s|MA|2017-12-10 00:00:00,1.0125736349024055,147.30263757595299
z_innov_s|MA|2017-12-17 00:00:00,1.013714152817427,159.6498693968631
z_innov_s|MA|2017-12-24 00:00:00,0.9989309080518332,135.47716883389776
z_innov_s|MA|2017-12-31 00:00:00,1.0191795168262703,179.82588550240305
z_innov_s|MA|2018-01-07 00:00:00,1.0256547375385212,132.84238864295702
z_innov_s|MA|2018-01-14 00:00:00,1.0318087306405854,103.90528455179046
z_innov_s|MA|2018-01-21 00:00:00,1.0249409414862007,108.31678000934735
z_innov_s|MA|2018-01-28 00:00:00,1.0081608687383958,146.40247063141754
z_innov_s|MA|2018-02-04 00:00:00,1.0032018948851367,133.26864770222988
z_innov_s|MA|2018-02-11 00:00:00,1.0116523662061623,131.35215030699317
z_innov_s|MA|2018-02-18 00:00:00,1.034174767650265,101.0774758190089
z_innov_s|MA|2018-02-25 00:00:00,1.0241839943845739,151.41498000734742
z_innov_s|MA|2018-03-04 00:00:00,1.0435809954474604,154.18320563403523
z_innov_s|MA|2018-03-11 00:00:00,1.0261190564651779,139.55531088114103
z_innov_s|MA|2018-03-18 00:00:00,1.0104626819644449,141.16765226064038
z_innov_s|MA|2018-03-25 00:00:00,1.00413483771105,192.8456966039649
z_innov_s|MA|2018-04-01 00:00:00,1.038069287717989,134.4194920017902
z_innov_s|MA|2018-04-08 00:00:00,1.0414500236900852,72.43987724361432
z_innov_s|MA|2018-04-15 00:00:00,1.0165799931919615,129.63614162267672
z_innov_s|MA|2018-04-22 00:00:00,1.006842444578355,159.99407130703653
z_innov_s|MA|2018-04-29 00:00:00,1.020383592327544,139.8647258467316
z_innov_s|MA|2018-05-06 00:00:00,1.0239625959875531,114.84904820826311
z_innov_s|MA|2018-05-13 00:00:00,1.0070873591729022,203.43650452584305
z_innov_s|MA|2018-05-20 00:00:00,1.027216591411458,85.92343889487219
z_innov_s|MA|2018-05-27 00:00:00,1.002875161509992,200.84718740731475
z_innov_s|MA|2018-06-03 00:00:00,1.0350931450779848,73.23869090589056
z_innov_s|MA|2018-06-10 00:00:00,1.0067581564521473,123.59803447009965
z_innov_s|MA|2018-06-17 00:00:00,1.0118998974039037,215.660075962575
z_innov_s|MA|2018-06-24 00:00:00,1.0044598594531011,193.02442222929872
z_innov_s|MA|2018-07-01 00:00:00,1.0200270782301597,107.05149080316352
z_innov_s|MA|2018-07-08 00:00:00,1.0100713217415094,156.9749351088737
z_innov_s|MA|2018-07-15 00:00:00,1.0090003238455973,127.23506857331404
z_innov_s|MA|2018-07-22 00:00:00,1.0089667097082167,149.562663334862
z_innov_s|MA|2018-07-29 00:00:00,1.0093749483538437,177.6138660984806
z_innov_s|MA|2018-08-05 00:00:00,1.0152116860763056,161.87036229105777
z_innov_s|MA|2018-08-12 00:00:00,1.0044721127770226,185.49538661976868
z_innov_s|MA|2018-08-19 00:00:00,1.010400841470321,107.36746799174666
z_innov_s|MA|2018-08-26 00:00:00,1.0168316282035705,194.3265333141685
z_innov_s|MA|2018-09-02 00:00:00,1.0127092856727167,133.42652586572044
z_innov_s|MA|2018-09-09 00:00:00,1.0106309330873382,231.38701050488373
z_innov_s|MA|2018-09-16 00:00:00,1.0585289958094863,49.31530756474848
z_innov_s|MA|2018-09-23 00:00:00,1.0089674024033295,147.92418681643358
z_innov_s|MA|2018-09-30 00:00:00,1.0152628349136965,123.80232224380052
z_innov_s|MA|2018-10-07 00:00:00,1.0207641333035962,107.1188187281555
z_innov_s|MA|2018-10-14 00:00:00,1.0343410222648268,103.55990808416693
z_innov_s|MA|2018-10-21 00:00:00,1.022636782018524,102.57599440034762
z_innov_s|MA|2018-10-28 00:00:00,1.0271834069954398,89.19737096720493
z_innov_s|MA|2018-11-04 00:00:00,1.0329020826759008,114.87705721780073
z_innov_s|MA|2018-11-11 00:00:00,1.0265808036768875,107.5241634624721
z_innov_s|MA|2018-11-18 00:00:00,1.0391263982428012,103.35074615325831
z_innov_s|MA|2018-11-25 00:00:00,1.0211182669431091,188.67127981037615
z_innov_s|MA|2018-12-02 00:00:00,1.0482338982399186,95.40968851683691
z_innov_s|MA|2018-12-09 00:00:00,1.0271851977981727,136.655894828722
z_innov_s|MA|2018-12-16 00:00:00,1.0015532942179606,190.06410676005757
z_innov_s|MA|2018-12-23 00:00:00,1.0199801196542841,137.49682525746013
z_innov_s|MA|2018-12-30 00:00:00,1.0066654521021003,139.28648526419394
z_innov_s|MA|2019-01-06 00:00:00,1.0837087612029648,31.452273693875497
z_innov_s|MA|2019-01-13 00:00:00,1.0038758156420715,136.90223463342605
z_innov_s|MA|2019-01-20 00:00:00,1.0168635825534247,148.00378489347946
z_innov_s|MA|2019-01-27 00:00:00,1.020075388325301,123.91569022441274
z_innov_s|MA|2019-02-03 00:00:00,1.0133264266418984,151.04264528877178
z_innov_s|MA|2019-02-10 00:00:00,1.0274325054345894,116.2368219103911
z_innov_s|MA|2019-02-17 00:00:00,1.0245084979486307,147.73073973079383
z_innov_s|MA|2019-02-24 00:00:00,1.0105000732373421,128.2217494930808
z_innov_s|MA|2019-03-03 00:00:00,1.0062920511842977,164.03142672504694
z_innov_s|MA|2019-03-10 00:00:00,1.0094204078847258,170.2693626652293
z_innov_s|MA|2019-03-17 00:00:00,1.0178666830716518,101.41010818049246
z_innov_s|MA|2019-03-24 00:00:00,1.004888594685547,203.95070637129828
z_innov_s|MA|2019-03-31 00:00:00,1.0128452317836074,145.438367984248
z_innov_s|MA|2019-04-07 00:00:00,1.0300479813564614,116.61815122083077
z_innov_s|MA|2019-04-14 00:00:00,1.0023916135692594,148.39001389381463
z_innov_s|MA|2019-04-21 00:00:00,1.0243994437743027,111.8631761817939
z_innov_s|MA|2019-04-28 00:00:00,1.0244889023648964,136.2697512023534
z_innov_s|MA|2019-05-05 00:00:00,1.0049976679530293,113.28880019265804
z_innov_s|MA|2019-05-12 00:00:00,1.0067023503654073,71.91006420732641
z_innov_s|MA|2019-05-19 00:00:00,1.0161576976992317,218.08139042713515
z_innov_s|MA|2019-05-26 00:00:00,1.002238576134542,202.1671882376637
z_innov_s|MA|2019-06-02 00:00:00,1.0154086807958853,132.48920320656254
z_innov_s|MA|2019-06-09 00:00:00,1.0036401239927173,157.54345036482837
z_innov_s|MA|2019-06-16 00:00:00,1.0224917996729852,158.45587085108284
z_innov_s|MA|2019-06-23 00:00:00,1.0416703693888603,108.61303308695258
z_innov_s|MA|2019-06-30 00:00:00,1.0062235865008589,182.28874364501937
z_innov_s|MA|2019-07-07 00:00:00,1.0317291502805457,106.10115569343844
z_innov_s|MA|2019-07-14 00:00:00,1.0145926591036525,139.5245034322163
z_innov_s|MA|2019-07-21 00:00:00,1.0134580170882697,137.10528772872428
z_innov_s|MA|2019-07-28 00:00:00,1.0036656350067132,295.4669128985633
z_innov_s|MA|2019-08-04 00:00:00,1.019159101282547,190.36599371639812
z_innov_s|MA|2019-08-11 00:00:00,1.0094970714483205,156.92656537527864
z_innov_s|MA|2019-08-18 00:00:00,1.0056121064552421,184.45058988384133
z_innov_s|MA|2019-08-25 00:00:00,1.0063383444126242,167.14098121152736
z_innov_s|MA|2019-09-01 00:00:00,1.0226058677090324,148.19815805513673
z_innov_s|MA|2019-09-08 00:00:00,1.0032590333381122,174.54105094087024
z_innov_s|MA|2019-09-15 00:00:00,1.0226924308536651,161.90833420086898
z_innov_s|MA|2019-09-22 00:00:00,1.044164013434859,71.70698936707056
z_innov_s|MA|2019-09-29 00:00:00,1.0201691936818993,191.2750394529732
z_innov_s|MA|2019-10-06 00:00:00,1.0247201599208617,189.55762263477612
z_innov_s|MA|2019-10-13 00:00:00,1.03338707326733,112.66690143284654
z_innov_s|MA|2019-10-20 00:00:00,1.0204848258524235,136.24770820578635
z_innov_s|MA|2019-10-27 00:00:00,1.034454202710358,130.4345954030193
z_innov_s|MA|2019-11-03 00:00:00,1.0102523621798134,121.51233271966485
z_innov_s|MA|2019-11-10 00:00:00,1.0369861932839597,69.70317983124013
z_innov_s|MA|2019-11-17 00:00:00,1.000816545715678,223.20513362033074
z_innov_s|MA|2019-11-24 00:00:00,1.030244029382233,100.13800254168808
z_innov_s|MA|2019-12-01 00:00:00,1.0135665150032545,131.49324077502652
z_innov_s|MA|2019-12-08 00:00:00,1.0120735121651332,172.9233666735766
z_innov_s|MA|2019-12-15 00:00:00,1.0265600357246927,152.32649963727852
z_innov_s|MA|2019-12-22 00:00:00,1.0070906992102284,180.81085074351793
z_innov_s|MA|2019-12-29 00:00:00,1.0039935083667713,204.52014898093586
z_innov_s|MA|2020-01-05 00:00:00,1.0038078465771305,168.28444279801525
z_innov_s|MA|2020-01-12 00:00:00,1.0325939422237593,139.8808982226408
z_innov_s|MA|2020-01-19 00:00:00,1.0102338162531994,203.4772404949042
z_innov_s|MA|2020-01-26 00:00:00,1.0219561679114866,190.8540936724472
z_innov_s|MA|2020-02-02 00:00:00,1.003785272707593,207.49461420140457
z_innov_s|MA|2020-02-09 00:00:00,1.0480060216694342,91.79412749158072
z_innov_s|MA|2020-02-16 00:00:00,1.003233214654654,146.5048280068824
z_innov_s|MA|2020-02-23 00:00:00,1.0113771897309436,287.1599481621055
z_innov_s|MA|2020-03-01 00:00:00,1.0007898884664839,201.44343537574886
z_innov_s|MA|2020-03-08 00:00:00,1.015258153070788,135.40400963981156
z_innov_s|MA|2020-03-15 00:00:00,1.0195185263919626,251.15032564953523
z_innov_s|MA|2020-03-22 00:00:00,1.0150462524560404,134.50371446355422
z_innov_s|MA|2020-03-29 00:00:00,1.0081638560201214,148.6397656467934
z_innov_s|MA|2020-04-05 00:00:00,1.0029369438954978,217.87707354307318
z_innov_s|MA|2020-04-12 00:00:00,1.0246473729716596,94.50010352411053
z_innov_s|MA|2020-04-19 00:00:00,1.0110533263835004,199.42864459950928
z_innov_s|MA|2020-04-26 00:00:00,1.0252881938874987,135.60420811026736
z_innov_s|MA|2020-05-03 00:00:00,1.0055128508909315,228.2711625712784
z_innov_s|MA|2020-05-10 00:00:00,1.0064200640643328,192.73712696008167
z_innov_s|MA|2020-05-17 00:00:00,1.0063095403216267,219.2334363393965
z_innov_s|MA|2020-05-24 00:00:00,1.037531159600847,112.81140737030995
z_innov_s|MA|2020-05-31 00:00:00,1.0114048930203323,138.52057754821047
z_innov_s|MA|2020-06-07 00:00:00,1.0192639701687871,137.0188557907121
z_innov_s|MA|2020-06-14 00:00:00,1.0036803465669273,200.77195124093066
z_innov_s|MA|2020-06-21 00:00:00,1.0288099219132698,182.4786253545953
z_innov_s|MA|2020-06-28 00:00:00,1.0030444358038935,178.96140893693158
z_innov_s|MA|2020-07-05 00:00:00,1.025264875726086,106.9463930084933
z_innov_s|MA|2020-07-12 00:00:00,1.0208933558873998,146.36717755370285
z_innov_s|MA|2020-07-19 00:00:00,1.0261234881495025,117.26530006716065
z_innov_s|MA|2020-07-26 00:00:00,1.007778536599191,216.18645295855814
z_innov_s|MA|2020-08-02 00:00:00,1.0409523262982325,63.9037789709902
z_innov_s|MA|2020-08-09 00:00:00,1.0237541742483032,111.87864244266339
z_innov_s|MA|2020-08-16 00:00:00,1.0029972338062343,159.01091646194055
z_innov_s|MA|2020-08-23 00:00:00,1.0553749347743597,102.10354153336986
z_innov_s|MA|2020-08-30 00:00:00,1.0292175032929192,113.32681959481566
z_innov_s|MA|2020-09-06 00:00:00,1.004666225153211,149.49659522544513
z_innov_s|MA|2020-09-13 00:00:00,1.0089609484028674,149.59191289406223
z_innov_s|MA|2020-09-20 00:00:00,1.0061888065108455,183.78346259046523
z_innov_s|MA|2020-09-27 00:00:00,1.0597926504825599,90.44492091894828
z_innov_s|MA|2020-10-04 00:00:00,1.0104465500101416,149.99085583007172
z_innov_s|MA|2020-10-11 00:00:00,1.0468379182584906,65.31239570858372
z_innov_s|MA|2020-10-18 00:00:00,1.0322709226943518,104.19279636005137
z_innov_s|MA|2020-10-25 00:00:00,1.0225871033461595,125.5887749705206
z_innov_s|MA|2020-11-01 00:00:00,1.0028111049337227,202.0284967586559
z_innov_s|MA|2020-11-08 00:00:00,1.0248458906952866,256.2143518482564
z_innov_s|MA|2020-11-15 00:00:00,1.015571038429115,170.04206709885665
z_innov_s|MA|2020-11-22 00:00:00,1.0136439673155764,184.4728343232276
z_innov_s|MA|2020-11-29 00:00:00,1.0362040983911354,137.13117736015687
z_innov_s|MA|2020-12-06 00:00:00,1.0110826701313258,131.72832643044165
z_innov_s|MA|2020-12-13 00:00:00,1.0433796757009384,72.8823503941628
z_innov_s|MA|2020-12-20 00:00:00,1.0488928114533649,133.03956673478777
z_innov_s|MA|2020-12-27 00:00:00,1.0217769668534504,156.3447478718644
z_innov_s|MA|2021-01-03 00:00:00,1.0602245100025531,92.47021844574478
z_innov_s|MA|2021-01-10 00:00:00,1.0056312972978447,223.66342850624764
z_innov_s|MA|2021-01-17 00:00:00,1.0498562459517249,104.05268323531844
z_innov_s|MA|2021-01-24 00:00:00,1.0560670554575906,105.87277435030256
z_innov_s|MA|2021-01-31 00:00:00,1.0075021777685145,190.07443887950063
z_innov_s|MA|2021-02-07 00:00:00,1.0567554065013467,59.06899379861084
z_innov_s|MA|2021-02-14 00:00:00,1.0089207142352374,262.88191528578386
z_innov_s|MA|2021-02-21 00:00:00,1.0167259236164552,155.8649871508329
z_innov_s|MA|2021-02-28 00:00:00,1.018882315347482,103.21061374857806
z_innov_s|MA|2021-03-07 00:00:00,1.0131824276757162,128.46882618853908
z_innov_s|MA|2021-03-14 00:00:00,1.0512468545476332,106.47477082520908
z_innov_s|MA|2021-03-21 00:00:00,1.0195003131441154,158.0939243052825
z_innov_s|MA|2021-03-28 00:00:00,1.0360900543517142,111.33466750101101
z_innov_s|MA|2021-04-04 00:00:00,1.0060040183821675,191.0162490100445
z_innov_s|MA|2021-04-11 00:00:00,1.0082322778721418,215.1012163267984
z_innov_s|MA|2021-04-18 00:00:00,1.025722266708834,67.96403182511034
z_innov_s|MA|2021-04-25 00:00:00,1.022446723399406,123.43963168421213
z_innov_s|MA|2021-05-02 00:00:00,1.006611221075846,158.06515450533888
z_innov_s|MA|2021-05-09 00:00:00,1.0128259455143789,151.8515528782471
z_innov_s|MA|2021-05-16 00:00:00,1.021307912202452,90.63479805175942
z_innov_s|MA|2021-05-23 00:00:00,1.0114187866471294,233.28835571592984
z_innov_s|MA|2021-05-30 00:00:00,1.0006165802672422,288.64436942545683
z_innov_s|MA|2021-06-06 00:00:00,1.0102969821715972,205.48289713218892
z_innov_s|MA|2021-06-13 00:00:00,1.0234927533346427,121.85856490992367
z_innov_s|MA|2021-06-20 00:00:00,1.0165583183364764,126.77197248983947
z_innov_s|MA|2021-06-27 00:00:00,1.02204034974843,169.27998820750852
z_innov_s|MA|2021-07-04 00:00:00,1.0136193748570996,122.28051285878868
z_innov_s|MA|2021-07-11 00:00:00,1.0103112918078487,145.91025911533833
z_innov_s|MA|2021-07-18 00:00:00,1.0070524377551815,222.83409142805388
z_innov_s|MA|2021-07-25 00:00:00,1.0467748830637358,66.22694039567804
z_innov_s|MA|2021-08-01 00:00:00,1.0575927736199782,67.38249380904072
z_innov_s|MA|2021-08-08 00:00:00,1.016555139918439,153.21147426988634
z_innov_s|MA|2021-08-15 00:00:00,1.0110245229523875,184.1287495596732
z_innov_s|MA|2021-08-22 00:00:00,1.0110292284648497,201.63450478805953
z_innov_s|MA|2021-08-29 00:00:00,1.0002048214095545,114.28213328943201
z_innov_s|MA|2021-09-05 00:00:00,1.0035495295885886,176.14827092059244
z_innov_s|MA|2021-09-12 00:00:00,1.000867962076295,186.04972242100655
z_innov_s|MA|2021-09-19 00:00:00,1.0334370323098379,81.69673001529564
z_innov_s|MA|2021-09-26 00:00:00,1.0168318749722085,92.02127102875382
z_innov_s|MA|2021-10-03 00:00:00,1.0208308481138146,128.66511955929153
z_innov_s|MA|2021-10-10 00:00:00,1.0406355867786088,92.40082071660255
z_innov_s|MA|2021-10-17 00:00:00,1.0157920478580171,101.38970193892845
z_innov_s|MA|2021-10-24 00:00:00,1.0246318737318814,88.01430358640587
z_innov_s|MA|2021-10-31 00:00:00,1.0622996021764632,44.73290355197122
z_innov_s|MA|2021-11-07 00:00:00,1.0216200388880792,135.4276177190671
z_innov_s|MA|2021-11-14 00:00:00,1.0055263573764455,271.37939471688935
z_innov_s|MA|2021-11-21 00:00:00,1.013849522971097,143.66567980134488
z_innov_s|MA|2021-11-28 00:00:00,1.0098136680968566,121.68444648780064
z_innov_s|MA|2021-12-05 00:00:00,1.0363687812362012,152.8725295718434
z_innov_s|MA|2021-12-12 00:00:00,1.0123594462268062,178.48261116974496
z_innov_s|MA|2021-12-19 00:00:00,1.0272435558783528,171.40679340549195
z_innov_s|MA|2021-12-26 00:00:00,1.0225240645201368,151.54033434605026
z_innov_s|MA|2022-01-02 00:00:00,1.0147218637083266,152.90349152634076
z_innov_s|MA|2022-01-09 00:00:00,1.0150622441017163,135.8125295649405
z_innov_s|MA|2022-01-16 00:00:00,1.0339626964119182,107.9041926301335
z_innov_s|MA|2022-01-23 00:00:00,1.0292433836203274,111.9524079444429
z_innov_s|MA|2022-01-30 00:00:00,1.0320654918196388,122.04645826435447
z_innov_s|MA|2022-02-06 00:00:00,1.0093978623779127,90.01208637824685
z_innov_s|MA|2022-02-13 00:00:00,1.0146024654156747,160.62739448340187
z_innov_s|MA|2022-02-20 00:00:00,1.0180374730657216,102.66543463326575
z_innov_s|MA|2022-02-27 00:00:00,1.0156227952096328,160.6938691656277
z_innov_s|MA|2022-03-06 00:00:00,1.0088845741356298,127.79445011913336
z_innov_s|MA|2022-03-13 00:00:00,1.0112363307624106,169.1653179713199
z_innov_s|MA|2022-03-20 00:00:00,1.0326216621136204,112.5773719628178
z_innov_s|MA|2022-03-27 00:00:00,1.0065461265018139,150.7055498631408
z_innov_s|MA|2022-04-03 00:00:00,1.0329087574566342,83.66840299026478
z_innov_s|MA|2022-04-10 00:00:00,1.014283254449986,147.35560828819433
z_innov_s|MA|2022-04-17 00:00:00,1.0200809133135038,141.6589996386109
z_innov_s|MA|2022-04-24 00:00:00,1.0287387805699029,102.49452709357257
z_innov_s|MA|2022-05-01 00:00:00,1.0137843081849687,171.30438039116595
z_innov_s|MA|2022-05-08 00:00:00,1.0286176866067955,187.19513230200513
z_innov_s|MA|2022-05-15 00:00:00,1.0165806956684018,70.6330547811501
z_innov_s|MA|2022-05-22 00:00:00,1.0079850932280776,119.32685086259403
z_innov_s|MA|2022-05-29 00:00:00,1.0043668743899103,183.68139066950386
z_innov_s|MA|2022-06-05 00:00:00,1.014930983349059,138.17067000196556
z_innov_s|MA|2022-06-12 00:00:00,1.0228601466840308,130.08339969541117
z_innov_s|MA|2022-06-19 00:00:00,1.0262646569242373,142.61596302887725
z_innov_s|MA|2022-06-26 00:00:00,1.0350168224081582,84.42613993904557
z_innov_s|MA|2022-07-03 00:00:00,1.0207523674204053,213.970728732889
z_innov_s|MA|2022-07-10 00:00:00,1.0176445693747127,92.61171011686879
z_innov_s|MA|2022-07-17 00:00:00,1.0239637552311167,107.78765255378441
z_innov_s|MA|2022-07-24 00:00:00,1.0392498245318302,176.57639154401997
z_innov_s|MA|2022-07-31 00:00:00,1.0134519896558225,158.5286107326349
z_innov_s|MA|2022-08-07 00:00:00,1.058483223245789,89.34137601258135
z_innov_s|MA|2022-08-14 00:00:00,1.017074762933452,149.48600888142548
z_innov_s|MA|2022-08-21 00:00:00,1.0138681895289283,148.48745672812163
z_innov_s|MA|2022-08-28 00:00:00,1.0267408547047232,123.29969074858039
z_innov_s|MA|2022-09-04 00:00:00,1.0833673194607023,30.675798968558222
z_innov_s|MA|2022-09-11 00:00:00,1.0204193988001182,104.38755802853014
z_innov_s|MA|2022-09-18 00:00:00,1.028911223708511,138.82660523725534
z_innov_s|MA|2022-09-25 00:00:00,1.022074408911567,165.59855437614013
z_innov_s|MA|2022-10-02 00:00:00,1.012081949489563,127.74945490417448
z_innov_s|MA|2022-10-09 00:00:00,1.0133829164560435,103.4020576737647
z_innov_s|MA|2022-10-16 00:00:00,1.0263753719909128,93.89637864133505
z_innov_s|MA|2022-10-23 00:00:00,1.0251477113657061,105.91909739081495
z_innov_s|MA|2022-10-30 00:00:00,1.0211071023913387,135.34062145672533
z_innov_s|MA|2022-11-06 00:00:00,1.009948031295285,163.97665467173147
z_innov_s|MA|2022-11-13 00:00:00,1.013615046562306,190.44705602096286
z_innov_s|MA|2022-11-20 00:00:00,1.030441924741885,98.93771424576045
z_innov_s|MA|2022-11-27 00:00:00,1.0223209272617617,114.79252147447839
z_innov_s|MA|2022-12-04 00:00:00,1.0111012922100353,180.4869981315607
z_innov_s|MA|2022-12-11 00:00:00,1.0164770015169207,274.28069426123494
z_innov_s|MA|2022-12-18 00:00:00,1.0131502370855425,221.34433352831886
z_innov_s|MA|2022-12-25 00:00:00,1.0232072553447469,136.30134579850292
z_innov_s|MA|2023-01-01 00:00:00,1.0285600858455988,163.7206913556268
z_innov_s|MA|2023-01-08 00:00:00,1.013188893451104,125.50059911950582
z_innov_s|MA|2023-01-15 00:00:00,1.0378635171663637,101.08637494968167
z_innov_s|MA|2023-01-22 00:00:00,1.023622981140468,188.52936608843288
z_innov_s|MA|2023-01-29 00:00:00,1.012858189195248,120.22381855315531
z_innov_s|MA|2023-02-05 00:00:00,1.0282633302090385,189.56902525295655
