run_id,mode_used,degraded_mode,fallback_used,converged,divergences,divergence_threshold,max_tree_depth,max_tree_depth_threshold,r_hat_max,rhat_threshold,ess_min,ess_threshold
20260308T105144Z-8ca480a5,full_latent_ar,False,False,True,0.0,25.0,10.0,12.0,1.0150712989456314,1.05,358.47334944698696,200.0
