run_id,mode_used,degraded_mode,fallback_used,converged,divergences,divergence_threshold,max_tree_depth,max_tree_depth_threshold,r_hat_max,rhat_threshold,ess_min,ess_threshold
20260302T115919Z-5564bb82,not_run,False,False,False,0.0,,0.0,,0.0,,0.0,
