parameter,r_hat,ess_bulk
z_innov_s|PE|2018-10-14 00:00:00,1.0008375434276997,10231.698953167555
z_innov_s|PE|2018-10-21 00:00:00,1.000287512262924,9161.248081025356
z_innov_s|PE|2018-10-28 00:00:00,1.0000094684445344,10639.143193500842
z_innov_s|PE|2018-11-04 00:00:00,0.9997261731303009,11129.300779644102
z_innov_s|PE|2018-11-11 00:00:00,1.0003622809310446,11805.461434256134
z_innov_s|PE|2018-11-18 00:00:00,1.0002615762309273,10048.99799190306
z_innov_s|PE|2018-11-25 00:00:00,0.9998034781305467,10251.457155806826
z_innov_s|PE|2018-12-02 00:00:00,1.0001257504193057,11898.107962167478
z_innov_s|PE|2018-12-09 00:00:00,1.000425187365527,10849.585567102182
z_innov_s|PE|2018-12-16 00:00:00,1.0010712196369103,11069.808972105233
z_innov_s|PE|2018-12-23 00:00:00,1.0000699249951015,9551.95631943962
z_innov_s|PE|2018-12-30 00:00:00,1.0001918487015728,11875.689483564842
z_innov_s|PE|2019-01-06 00:00:00,1.001111674822676,11755.483531190053
z_innov_s|PE|2019-01-13 00:00:00,1.0003074536592105,10890.440184101375
z_innov_s|PE|2019-01-20 00:00:00,1.0019561400918082,9127.910324464596
z_innov_s|PE|2019-01-27 00:00:00,1.0015614486326445,8281.797046663634
z_innov_s|PE|2019-02-03 00:00:00,1.004068025672241,11138.334644408511
z_innov_s|PE|2019-02-10 00:00:00,1.0019614528289813,10124.501642913307
z_innov_s|PE|2019-02-17 00:00:00,1.0003350965325908,10432.10348973483
z_innov_s|PE|2019-02-24 00:00:00,1.0026039362845625,9461.668195489725
z_innov_s|PE|2019-03-03 00:00:00,1.0024554351627817,10350.610880534949
z_innov_s|PE|2019-03-10 00:00:00,1.0006608698275616,12156.076225996385
z_innov_s|PE|2019-03-17 00:00:00,1.0003241434902475,9645.702874452345
z_innov_s|PE|2019-03-24 00:00:00,1.00058924227215,10259.588868627046
z_innov_s|PE|2019-03-31 00:00:00,1.00111775956957,9017.964453585439
z_innov_s|PE|2019-04-07 00:00:00,1.0001153031933179,10418.836085748135
z_innov_s|PE|2019-04-14 00:00:00,1.0013402767682886,10983.36620608153
z_innov_s|PE|2019-04-21 00:00:00,0.9997909329352318,9823.165937682386
z_innov_s|PE|2019-04-28 00:00:00,1.000567210343715,9779.071403508759
z_innov_s|PE|2019-05-05 00:00:00,1.0012935974437065,9486.403839835719
z_innov_s|PE|2019-05-12 00:00:00,0.9998874667539731,10580.367685025229
z_innov_s|PE|2019-05-19 00:00:00,1.0000954310960068,10765.553312369017
z_innov_s|PE|2019-05-26 00:00:00,1.0013103413578046,10590.131710308093
z_innov_s|PE|2019-06-02 00:00:00,1.0037878470238273,10709.318736490886
z_innov_s|PE|2019-06-09 00:00:00,1.0005610800248628,9672.180814650683
z_innov_s|PE|2019-06-16 00:00:00,1.0025822096104537,9369.540222969164
z_innov_s|PE|2019-06-23 00:00:00,1.0012959044330976,11167.25315371529
z_innov_s|PE|2019-06-30 00:00:00,1.0007274771444892,10241.942320367161
z_innov_s|PE|2019-07-07 00:00:00,1.0007725572643702,10288.098865287415
z_innov_s|PE|2019-07-14 00:00:00,1.0001965330115314,11636.424368923907
z_innov_s|PE|2019-07-21 00:00:00,1.0001615459989757,9817.783216917898
z_innov_s|PE|2019-07-28 00:00:00,0.9999080938668856,9289.057016082435
z_innov_s|PE|2019-08-04 00:00:00,0.9997452635226572,11221.98123910371
z_innov_s|PE|2019-08-11 00:00:00,1.0011210616203745,10490.340285054133
z_innov_s|PE|2019-08-18 00:00:00,1.0012877008008256,10406.652798837104
z_innov_s|PE|2019-08-25 00:00:00,1.0008332626895486,8487.090617108997
z_innov_s|PE|2019-09-01 00:00:00,1.001895751419933,8509.745924535377
z_innov_s|PE|2019-09-08 00:00:00,1.000619067636241,10226.55441254178
z_innov_s|PE|2019-09-15 00:00:00,1.0004966937902235,8952.404245384323
z_innov_s|PE|2019-09-22 00:00:00,0.9999701169891008,9771.050434023793
z_innov_s|PE|2019-09-29 00:00:00,1.0011510852516263,11689.360284132548
z_innov_s|PE|2019-10-06 00:00:00,1.0015257857782072,10290.93600491264
z_innov_s|PE|2019-10-13 00:00:00,1.001029996371519,10385.316997103397
z_innov_s|PE|2019-10-20 00:00:00,1.0014289500318332,9301.838344310398
z_innov_s|PE|2019-10-27 00:00:00,1.001322616839088,10624.131552453246
z_innov_s|PE|2019-11-03 00:00:00,1.0003006875963858,10755.786211314004
z_innov_s|PE|2019-11-10 00:00:00,1.0005422277700449,10960.815709082482
z_innov_s|PE|2019-11-17 00:00:00,1.0002969354513165,9775.93480995826
z_innov_s|PE|2019-11-24 00:00:00,1.0003421689336334,9388.34946315057
z_innov_s|PE|2019-12-01 00:00:00,1.0003062482879117,9696.555861212157
z_innov_s|PE|2019-12-08 00:00:00,1.000679742567213,9474.92145815698
z_innov_s|PE|2019-12-15 00:00:00,1.0006172174970898,10063.692407117132
z_innov_s|PE|2019-12-22 00:00:00,1.0009603786265,11060.018491364846
z_innov_s|PE|2019-12-29 00:00:00,0.9996478275732383,10351.978534635484
z_innov_s|PE|2020-01-05 00:00:00,1.0004849122416368,10191.024970695331
z_innov_s|PE|2020-01-12 00:00:00,1.0002604018048649,10193.68443567408
z_innov_s|PE|2020-01-19 00:00:00,0.9999795384803883,10098.961455738909
z_innov_s|PE|2020-01-26 00:00:00,1.0012593424240412,9275.957397642429
z_innov_s|PE|2020-02-02 00:00:00,1.0003490519551297,9546.450784428325
z_innov_s|PE|2020-02-09 00:00:00,0.99992843730214,11115.6606727847
z_innov_s|PE|2020-02-16 00:00:00,1.0007328451359114,10128.62696132961
z_innov_s|PE|2020-02-23 00:00:00,1.0007682633736537,11463.431237584782
z_innov_s|PE|2020-03-01 00:00:00,1.0005903060477332,12490.097573244671
z_innov_s|PE|2020-03-08 00:00:00,1.0018795741194018,11717.863557415945
z_innov_s|PE|2020-03-15 00:00:00,1.0015550331556005,10396.055916201358
z_innov_s|PE|2020-03-22 00:00:00,1.001535323578221,10553.312426044808
z_innov_s|PE|2020-03-29 00:00:00,1.0014281596663184,9775.780147913674
z_innov_s|PE|2020-04-05 00:00:00,1.0005196906409235,11075.716976782876
z_innov_s|PE|2020-04-12 00:00:00,1.0016966736785413,10726.024143300145
z_innov_s|PE|2020-04-19 00:00:00,1.0000139796934393,10140.826992775375
z_innov_s|PE|2020-04-26 00:00:00,1.0003478130797092,9767.993896577873
z_innov_s|PE|2020-05-03 00:00:00,1.0008439669832263,8325.279922084093
z_innov_s|PE|2020-05-10 00:00:00,1.0008618130776938,9145.723590165742
z_innov_s|PE|2020-05-17 00:00:00,1.0014182587870553,11627.541475076405
z_innov_s|PE|2020-05-24 00:00:00,1.0022121280035001,8605.135592456905
z_innov_s|PE|2020-05-31 00:00:00,1.0015124536187134,9872.203406118739
z_innov_s|PE|2020-06-07 00:00:00,1.0001663312239009,9301.348914148202
z_innov_s|PE|2020-06-14 00:00:00,1.0008037672363896,10878.498580883701
z_innov_s|PE|2020-06-21 00:00:00,1.00086791598238,9796.823553575705
z_innov_s|PE|2020-06-28 00:00:00,1.0002156890353546,11526.143663772204
z_innov_s|PE|2020-07-05 00:00:00,1.0004538014878062,11269.197850764447
z_innov_s|PE|2020-07-12 00:00:00,1.001121342423849,9043.804527289229
z_innov_s|PE|2020-07-19 00:00:00,1.0002686672730736,11545.879382057808
z_innov_s|PE|2020-07-26 00:00:00,1.0005180073424023,9751.389607887075
z_innov_s|PE|2020-08-02 00:00:00,1.0002889001493327,9964.464538531789
z_innov_s|PE|2020-08-09 00:00:00,1.001314486782913,10465.033714074674
z_innov_s|PE|2020-08-16 00:00:00,1.0020597193120322,10596.658896069854
z_innov_s|PE|2020-08-23 00:00:00,1.0013271675325974,10356.746027166582
z_innov_s|PE|2020-08-30 00:00:00,1.001538667564403,10695.039687070546
z_innov_s|PE|2020-09-06 00:00:00,1.0013735397721886,11446.81923619126
z_innov_s|PE|2020-09-13 00:00:00,1.0007589623570152,8111.959463499868
z_innov_s|PE|2020-09-20 00:00:00,1.0020222402682113,8554.685347727858
z_innov_s|PE|2020-09-27 00:00:00,1.0006049645603952,9503.138905665997
z_innov_s|PE|2020-10-04 00:00:00,1.0002451742587921,9870.474548764798
z_innov_s|PE|2020-10-11 00:00:00,1.0000707580803996,9161.484006397928
z_innov_s|PE|2020-10-18 00:00:00,1.0003705583406444,8995.594887536867
z_innov_s|PE|2020-10-25 00:00:00,1.0012916963348488,9284.779422701433
z_innov_s|PE|2020-11-01 00:00:00,0.9998831233203312,8412.61025206001
z_innov_s|PE|2020-11-08 00:00:00,1.000258134161129,9402.941597245248
z_innov_s|PE|2020-11-15 00:00:00,1.0013728103561397,9677.149416226977
z_innov_s|PE|2020-11-22 00:00:00,0.9999070080548788,9550.69660167077
z_innov_s|PE|2020-11-29 00:00:00,1.0011475408768542,7968.461073758448
z_innov_s|PE|2020-12-06 00:00:00,1.0004393730614842,9533.191331643935
z_innov_s|PE|2020-12-13 00:00:00,1.001928014070841,8935.020083890728
z_innov_s|PE|2020-12-20 00:00:00,1.00064443972141,10389.678346084553
z_innov_s|PE|2020-12-27 00:00:00,1.001459670998405,10220.272101254252
z_innov_s|PE|2021-01-03 00:00:00,1.001503106971518,11100.816860956298
z_innov_s|PE|2021-01-10 00:00:00,1.0016333404871156,11415.411014374069
z_innov_s|PE|2021-01-17 00:00:00,1.0003201339970156,10812.128144483422
z_innov_s|PE|2021-01-24 00:00:00,1.0010181301041756,10125.57047388755
z_innov_s|PE|2021-01-31 00:00:00,1.0003448103548063,9689.80414425718
z_innov_s|PE|2021-02-07 00:00:00,1.0000609048013434,10272.238632345
z_innov_s|PE|2021-02-14 00:00:00,0.9999365581723154,10803.634081084861
z_innov_s|PE|2021-02-21 00:00:00,1.0002609913859963,10438.025550497816
z_innov_s|PE|2021-02-28 00:00:00,0.999628723306625,11010.451286883343
z_innov_s|PE|2021-03-07 00:00:00,0.999955633556153,9880.79111406749
z_innov_s|PE|2021-03-14 00:00:00,1.0009090329548909,11956.524628355442
z_innov_s|PE|2021-03-21 00:00:00,1.0011547243337873,10844.197275674353
z_innov_s|PE|2021-03-28 00:00:00,1.0021517499324413,11084.874888922324
z_innov_s|PE|2021-04-04 00:00:00,1.0004736711945164,10169.465841899586
z_innov_s|PE|2021-04-11 00:00:00,1.0008662221097397,10483.641566828745
z_innov_s|PE|2021-04-18 00:00:00,1.0001828666613435,9956.96130347316
z_innov_s|PE|2021-04-25 00:00:00,1.000485829276977,9371.184530891507
z_innov_s|PE|2021-05-02 00:00:00,0.9996294531131503,9023.242486623101
z_innov_s|PE|2021-05-09 00:00:00,1.000464341130667,11179.95522961544
z_innov_s|PE|2021-05-16 00:00:00,1.001373993417616,11233.431751938382
z_innov_s|PE|2021-05-23 00:00:00,1.0025036421135736,9451.059319244174
z_innov_s|PE|2021-05-30 00:00:00,1.0010941563003661,11961.26095904266
z_innov_s|PE|2021-06-06 00:00:00,1.0011019664610163,11357.504660148154
z_innov_s|PE|2021-06-13 00:00:00,1.0009430992056445,10187.758991777258
z_innov_s|PE|2021-06-20 00:00:00,1.0007706780287449,8692.498471260116
z_innov_s|PE|2021-06-27 00:00:00,1.000455783638596,10673.636030300973
z_innov_s|PE|2021-07-04 00:00:00,1.0007114031764577,9628.84995452337
z_innov_s|PE|2021-07-11 00:00:00,1.0000974867604486,8946.829592773649
z_innov_s|PE|2021-07-18 00:00:00,1.0003957185918635,9897.223806011147
z_innov_s|PE|2021-07-25 00:00:00,1.0010758022995705,10970.916779607389
z_innov_s|PE|2021-08-01 00:00:00,1.0010625330012266,9569.291937465106
z_innov_s|PE|2021-08-08 00:00:00,0.9998856035583076,10173.577046263674
z_innov_s|PE|2021-08-15 00:00:00,0.9998991543261393,9640.04378414094
z_innov_s|PE|2021-08-22 00:00:00,1.0005922946780184,10118.41428535219
z_innov_s|PE|2021-08-29 00:00:00,1.0011859060477366,9714.939709639546
z_innov_s|PE|2021-09-05 00:00:00,1.001501749219368,10175.866029233384
z_innov_s|PE|2021-09-12 00:00:00,1.001438353830454,10621.0801352327
z_innov_s|PE|2021-09-19 00:00:00,1.0000161332280646,10181.026938357636
z_innov_s|PE|2021-09-26 00:00:00,1.0007749905366414,10221.926177444608
z_innov_s|PE|2021-10-03 00:00:00,1.0019553723914492,10090.18784802485
z_innov_s|PE|2021-10-10 00:00:00,1.0016565756859854,9992.76521960317
z_innov_s|PE|2021-10-17 00:00:00,1.0007295674859444,11628.014597884368
z_innov_s|PE|2021-10-24 00:00:00,1.0003102987328119,9953.878862738193
z_innov_s|PE|2021-10-31 00:00:00,1.0001497061148854,11514.48710507993
z_innov_s|PE|2021-11-07 00:00:00,0.999853116299657,9066.930243150038
z_innov_s|PE|2021-11-14 00:00:00,0.9997890903914141,9684.445811595437
z_innov_s|PE|2021-11-21 00:00:00,1.0014611508878168,9896.147855860172
z_innov_s|PE|2021-11-28 00:00:00,1.0013093029222464,8673.143584259995
z_innov_s|PE|2021-12-05 00:00:00,1.0006050563165214,9040.95382485839
z_innov_s|PE|2021-12-12 00:00:00,1.0007351816624792,11073.67156150845
z_innov_s|PE|2021-12-19 00:00:00,0.9998253431001465,8550.434928027043
z_innov_s|PE|2021-12-26 00:00:00,1.0019345468003276,10601.526000424972
z_innov_s|PE|2022-01-02 00:00:00,0.9997562698356944,10232.357832255419
z_innov_s|PE|2022-01-09 00:00:00,1.0003803999798786,9144.248793578574
z_innov_s|PE|2022-01-16 00:00:00,1.001293601662835,9442.207622949352
z_innov_s|PE|2022-01-23 00:00:00,1.00192854102262,10477.802095211602
z_innov_s|PE|2022-01-30 00:00:00,0.999919824603709,9850.28528607791
z_innov_s|PE|2022-02-06 00:00:00,0.9999812113754797,10002.349965656857
z_innov_s|PE|2022-02-13 00:00:00,1.0007808580828053,9429.666990194324
z_innov_s|PE|2022-02-20 00:00:00,0.9997664683014466,9369.488323805062
z_innov_s|PE|2022-02-27 00:00:00,1.0008937542403293,11444.499521098725
z_innov_s|PE|2022-03-06 00:00:00,0.9996890890891607,11932.115117295432
z_innov_s|PE|2022-03-13 00:00:00,1.0007134162003541,10829.466478279986
z_innov_s|PE|2022-03-20 00:00:00,1.0004300137946216,9887.072167571028
z_innov_s|PE|2022-03-27 00:00:00,1.0014709376922126,10484.609620604035
z_innov_s|PE|2022-04-03 00:00:00,1.0001933068810278,11154.711337691946
z_innov_s|PE|2022-04-10 00:00:00,1.0025333668911487,11521.721619968748
z_innov_s|PE|2022-04-17 00:00:00,1.0000693239280838,8837.61379393101
z_innov_s|PE|2022-04-24 00:00:00,0.9998799366201655,10250.610559290708
z_innov_s|PE|2022-05-01 00:00:00,1.0019204066925393,8236.849382850523
z_innov_s|PE|2022-05-08 00:00:00,1.0005920130804076,8740.069344004825
z_innov_s|PE|2022-05-15 00:00:00,1.0005204059145394,10633.809824307378
z_innov_s|PE|2022-05-22 00:00:00,0.9999684080932225,9684.164797143347
z_innov_s|PE|2022-05-29 00:00:00,1.0009002859721037,10240.07055572689
z_innov_s|PE|2022-06-05 00:00:00,1.0013211012050118,9965.171286623861
z_innov_s|PE|2022-06-12 00:00:00,1.0005258797861716,10211.783767883566
z_innov_s|PE|2022-06-19 00:00:00,0.9998729956563355,9345.661118062502
z_innov_s|PE|2022-06-26 00:00:00,1.0018030670883225,10475.147458694753
z_innov_s|PE|2022-07-03 00:00:00,1.0022224001930864,10650.749799593528
z_innov_s|PE|2022-07-10 00:00:00,1.0000322600811613,10415.1622680244
z_innov_s|PE|2022-07-17 00:00:00,1.0018339344119314,10654.668431493606
z_innov_s|PE|2022-07-24 00:00:00,1.0008730024252008,11100.908514279858
z_innov_s|PE|2022-07-31 00:00:00,0.9997483066108166,9913.516732604545
z_innov_s|PE|2022-08-07 00:00:00,1.000540168622535,10653.969005399904
z_innov_s|PE|2022-08-14 00:00:00,1.001861754301801,11013.910104678334
z_innov_s|PE|2022-08-21 00:00:00,1.0006117723823595,10332.562626690766
z_innov_s|PE|2022-08-28 00:00:00,1.0020076647641325,10781.242147104658
z_innov_s|PE|2022-09-04 00:00:00,1.0007417852354725,10435.99759245685
z_innov_s|PE|2022-09-11 00:00:00,1.001513882222859,11769.114125192871
z_innov_s|PE|2022-09-18 00:00:00,1.00056383329801,10068.80888980117
z_innov_s|PE|2022-09-25 00:00:00,1.0004006914599157,9992.057924107086
z_innov_s|PE|2022-10-02 00:00:00,1.000619866217232,10003.59401701517
z_innov_s|PE|2022-10-09 00:00:00,1.0011163966819394,9209.956951540216
z_innov_s|PE|2022-10-16 00:00:00,1.0003555520659764,10026.602995894584
z_innov_s|PE|2022-10-23 00:00:00,1.0041436951754112,10461.042688158774
z_innov_s|PE|2022-10-30 00:00:00,1.0034154638021786,9145.876990041348
z_innov_s|PE|2022-11-06 00:00:00,1.0019985033206265,10695.703640880256
z_innov_s|PE|2022-11-13 00:00:00,1.0007154497908075,9558.937972054706
z_innov_s|PE|2022-11-20 00:00:00,0.999767991143485,10246.06956961515
z_innov_s|PE|2022-11-27 00:00:00,1.0011225274644162,9708.574397855127
z_innov_s|PE|2022-12-04 00:00:00,1.0002153521744088,10524.94670110437
z_innov_s|PE|2022-12-11 00:00:00,1.0001104627205308,10268.367337995935
z_innov_s|PE|2022-12-18 00:00:00,1.0017282142182617,10811.78575685582
z_innov_s|PE|2022-12-25 00:00:00,1.0005325465793464,11884.488861407714
z_innov_s|PE|2023-01-01 00:00:00,1.0005888657410096,8876.673677193217
z_innov_s|PE|2023-01-08 00:00:00,1.0010389955521795,12170.101911801803
z_innov_s|PE|2023-01-15 00:00:00,0.9997115183376961,10874.06163356731
z_innov_s|PE|2023-01-22 00:00:00,1.000252995277366,11444.662256884814
z_innov_s|PE|2023-01-29 00:00:00,1.0010673773815928,10603.241407360623
z_innov_s|PE|2023-02-05 00:00:00,1.001223586060503,9698.537130433757
z_innov_s|PE|2023-02-12 00:00:00,1.0010257048545872,10471.28312096293
z_innov_s|PE|2023-02-19 00:00:00,1.0007314992916718,10504.494591410406
z_innov_s|PE|2023-02-26 00:00:00,1.0000447764995608,9835.985873371326
z_innov_s|PE|2023-03-05 00:00:00,1.0002512444390377,10630.003127289352
z_innov_s|PE|2023-03-12 00:00:00,1.0009846818805632,7923.627892067889
z_innov_s|PE|2023-03-19 00:00:00,1.0007280301434567,9106.512792668467
z_innov_s|PE|2023-03-26 00:00:00,1.0015696808056174,9788.123036033436
z_innov_s|PE|2023-04-02 00:00:00,1.0011657879072708,9106.5381187979
z_innov_s|PE|2023-04-09 00:00:00,1.0010121063088966,10076.625639395163
z_innov_s|PE|2023-04-16 00:00:00,1.000514947192412,12446.619608858282
z_innov_s|PE|2023-04-23 00:00:00,1.000241889261823,10182.444227519976
z_innov_s|PE|2023-04-30 00:00:00,1.0021124932213594,9971.332366586748
z_innov_s|PE|2023-05-07 00:00:00,1.000040495042218,10761.639229300663
z_innov_s|PE|2023-05-14 00:00:00,1.0013379225193317,9125.616984475853
z_innov_s|PE|2023-05-21 00:00:00,1.001465634138767,9247.327273094115
z_innov_s|PE|2023-05-28 00:00:00,1.0004928105249598,10239.109885050868
z_innov_s|PE|2023-06-04 00:00:00,0.9999112605198532,9710.642709020129
z_innov_s|PE|2023-06-11 00:00:00,0.9999015607541846,10766.151254216174
z_innov_s|PE|2023-06-18 00:00:00,0.9999941175102084,11370.985614905161
z_innov_s|PE|2023-06-25 00:00:00,1.0003847797606376,8455.212431752623
z_innov_s|PE|2023-07-02 00:00:00,1.0000597960459985,11360.654560113375
z_innov_s|PE|2023-07-09 00:00:00,1.0013597420503872,10270.140230593814
z_innov_s|PE|2023-07-16 00:00:00,1.0014974089498034,10512.327549734866
z_innov_s|PE|2023-07-23 00:00:00,1.000428089448066,10097.317924231405
z_innov_s|PE|2023-07-30 00:00:00,1.000869708929294,11237.896519815888
z_innov_s|PE|2023-08-06 00:00:00,1.0003553191271501,10381.183027517956
z_innov_s|PE|2023-08-13 00:00:00,1.0007258282055242,11296.509190584076
z_innov_s|PE|2023-08-20 00:00:00,1.0002124187192376,10509.697447349343
z_innov_s|PE|2023-08-27 00:00:00,1.0010142337288777,11050.815948196698
z_innov_s|PE|2023-09-03 00:00:00,1.0008686628581211,10086.87126628152
z_innov_s|PE|2023-09-10 00:00:00,1.0009632023225912,11335.175979216534
z_innov_s|PE|2023-09-17 00:00:00,1.0001828642021686,8464.367174211384
z_innov_s|PE|2023-09-24 00:00:00,1.0015931578308748,10260.16271117914
z_innov_s|PE|2023-10-01 00:00:00,0.999777676635391,13424.326676830571
z_innov_s|PE|2023-10-08 00:00:00,1.0003761378428653,9853.912450309776
z_innov_s|PE|2023-10-15 00:00:00,1.0004296304214237,9476.283292916902
z_innov_s|PE|2023-10-22 00:00:00,1.0000382219195911,10779.605037468325
z_innov_s|PE|2023-10-29 00:00:00,1.0004314817462039,11524.198283954973
z_innov_s|PE|2023-11-05 00:00:00,1.0010355076880906,10094.212471500368
z_innov_s|PE|2023-11-12 00:00:00,1.0013081429618291,10564.86225783926
z_innov_s|PE|2023-11-19 00:00:00,1.0022982949174393,9998.672852245447
z_innov_s|PE|2023-11-26 00:00:00,1.00012547743441,8622.163205159752
z_innov_s|PE|2023-12-03 00:00:00,1.0010829148623646,8732.682269294217
z_innov_s|PE|2023-12-10 00:00:00,1.001484567084552,11752.87426023107
z_innov_s|PE|2023-12-17 00:00:00,1.0002646592515352,9873.850010360136
z_innov_s|PE|2023-12-24 00:00:00,0.9999072168978133,9865.992761529173
z_innov_s|PE|2023-12-31 00:00:00,1.0003098375292,10692.812236761893
z_innov_s|PE|2024-01-07 00:00:00,1.0005735380470555,9930.851667938703
z_innov_s|PE|2024-01-14 00:00:00,1.000521989239649,11950.176281417278
z_innov_s|PE|2024-01-21 00:00:00,1.000366594651989,9766.111587307689
z_innov_s|PE|2024-01-28 00:00:00,1.0031275194810532,10263.075159135531
z_innov_s|PE|2024-02-04 00:00:00,1.0006793371857958,9607.885895988018
z_innov_s|PE|2024-02-11 00:00:00,1.0000798860557967,10241.565792771025
z_innov_s|PE|2024-02-18 00:00:00,1.0004429812054862,11496.434033027384
z_innov_s|PE|2024-02-25 00:00:00,1.000314799639377,10552.181058132519
z_innov_s|PE|2024-03-03 00:00:00,1.000146570172385,10779.618776552508
z_innov_s|PE|2024-03-10 00:00:00,1.0010217845795795,10770.949229556447
z_innov_s|PE|2024-03-17 00:00:00,1.0025841980874097,10433.518884403127
z_innov_s|PE|2024-03-24 00:00:00,0.9996713460348734,8788.646156979614
z_innov_s|PE|2024-03-31 00:00:00,1.0005951342014316,10020.7390819652
z_innov_s|PE|2024-04-07 00:00:00,1.0012919481017324,10594.713814301524
z_innov_s|PE|2024-04-14 00:00:00,1.0004011916334612,11733.050165981544
z_innov_s|PE|2024-04-21 00:00:00,1.001970478067677,10119.0016888721
z_innov_s|PE|2024-04-28 00:00:00,1.000398141530271,9969.816361352125
z_innov_s|PE|2024-05-05 00:00:00,1.001022747235697,10795.007437057986
z_innov_s|PE|2024-05-12 00:00:00,1.000115087600822,10274.147632728263
z_innov_s|PE|2024-05-19 00:00:00,1.0015635136305938,10491.822187709246
z_innov_s|PE|2024-05-26 00:00:00,1.0016252517963193,9586.701825025346
z_innov_s|PE|2024-06-02 00:00:00,1.0003705939635663,10551.62073541365
z_innov_s|PE|2024-06-09 00:00:00,0.9999412120616129,8461.660289869802
z_innov_s|PE|2024-06-16 00:00:00,1.0005296338974614,11038.378814073287
z_innov_s|PE|2024-06-23 00:00:00,1.0002785495209001,11612.882624248603
z_innov_s|PE|2024-06-30 00:00:00,1.0001096524597533,11654.64858402011
z_innov_s|PE|2024-07-07 00:00:00,1.0010436032977048,10286.71454035735
z_innov_s|PE|2024-07-14 00:00:00,1.0004497302964495,11588.013215957446
z_innov_s|PE|2024-07-21 00:00:00,1.0010646298396353,9393.450929648267
z_innov_s|PE|2024-07-28 00:00:00,1.002551140436398,9595.607276481718
z_innov_s|PE|2024-08-04 00:00:00,0.9998191673550855,9262.25300460511
z_innov_s|PE|2024-08-11 00:00:00,1.0003059920771866,9375.559482389664
z_innov_s|PE|2024-08-18 00:00:00,1.000422826994234,8974.34908838378
z_innov_s|PE|2024-08-25 00:00:00,0.9999092440831728,9879.081863499454
z_innov_s|PE|2024-09-01 00:00:00,1.0015952144157305,11334.9594818288
z_innov_s|PE|2024-09-08 00:00:00,1.0007017461488092,11015.777743084509
z_innov_s|PE|2024-09-15 00:00:00,1.0006647309676837,10019.645031926571
z_innov_s|PE|2024-09-22 00:00:00,1.001636701731537,10501.704855693504
z_innov_s|PE|2024-09-29 00:00:00,1.0009759286448783,11288.192920581972
z_innov_s|PE|2024-10-06 00:00:00,1.0006481433339798,10267.810604205246
z_innov_s|PE|2024-10-13 00:00:00,1.0001165903172504,9426.141337846713
z_innov_s|PE|2024-10-20 00:00:00,1.0003764215266728,12085.121947809112
z_innov_s|PE|2024-10-27 00:00:00,1.0016749702966585,10137.77230000379
z_innov_s|PE|2024-11-03 00:00:00,1.00006764177637,9453.991554958822
z_innov_s|PE|2024-11-10 00:00:00,1.0006388941893665,12233.618371426368
z_innov_s|PE|2024-11-17 00:00:00,1.0013779551022057,9978.374032044465
z_innov_s|PE|2024-11-24 00:00:00,1.000675307072072,10183.983722559844
z_innov_s|PE|2024-12-01 00:00:00,0.999778129157435,10483.218746745812
z_innov_s|PE|2024-12-08 00:00:00,1.0009179110212534,10493.957728742002
z_innov_s|PE|2024-12-15 00:00:00,1.001424219635802,10383.26133097862
z_innov_s|PE|2024-12-22 00:00:00,1.0000838891621364,10911.406748242136
z_innov_s|PE|2024-12-29 00:00:00,1.000943735771527,10152.925822713913
z_innov_s|PE|2025-01-05 00:00:00,1.0005738567506293,8921.627733484715
z_innov_s|PE|2025-01-12 00:00:00,1.0014580001807007,10381.892412717902
z_innov_s|PE|2025-01-19 00:00:00,1.0010843385178365,10308.072465229056
z_innov_s|PE|2025-01-26 00:00:00,1.0000719908172675,11413.419701855179
z_innov_s|PE|2025-02-02 00:00:00,0.9997927307737628,10779.091771930416
z_innov_s|PE|2025-02-09 00:00:00,1.0003055370497955,12075.197675716443
z_innov_s|PE|2025-02-16 00:00:00,0.9998225541183312,9562.380137185783
z_innov_s|PE|2025-02-23 00:00:00,1.0006701070059698,10191.304000985267
z_innov_s|PE|2025-03-02 00:00:00,1.0013374654509304,11481.673401677332
z_innov_s|PE|2025-03-09 00:00:00,1.0004570175267256,10007.390787875154
z_innov_s|PE|2025-03-16 00:00:00,1.0008721710768227,10956.642471318519
z_innov_s|PE|2025-03-23 00:00:00,1.0010127782830105,10980.423313885112
z_innov_s|PE|2025-03-30 00:00:00,1.000789394173099,12006.338314790166
z_innov_s|PE|2025-04-06 00:00:00,1.0003528335652543,12212.132132998913
z_innov_s|PE|2025-04-13 00:00:00,1.0017925938775516,9517.667386605188
z_innov_s|PE|2025-04-20 00:00:00,1.0005979868921728,9719.792936274627
z_innov_s|PE|2025-04-27 00:00:00,1.0001937487463144,10881.684445896453
z_innov_s|PE|2025-05-04 00:00:00,1.0003912951779972,10405.201715914642
z_innov_s|PE|2025-05-11 00:00:00,1.0018090668347848,8623.612955819299
z_innov_s|PE|2025-05-18 00:00:00,1.0011905012233036,11809.552375613894
z_innov_s|PE|2025-05-25 00:00:00,1.0007036229409128,10709.123004943029
z_innov_s|PE|2025-06-01 00:00:00,1.000168684705639,10110.557370703826
z_innov_s|PE|2025-06-08 00:00:00,1.0003468726603602,11102.520118009434
z_innov_s|PE|2025-06-15 00:00:00,1.000392658259828,11098.418556107048
z_innov_s|PE|2025-06-22 00:00:00,1.0009751501395554,9935.18425158596
z_innov_s|PE|2025-06-29 00:00:00,1.0012987459815967,9811.678076231083
